                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.2458,                0.71659,                 1.0572,                0.68185,                0.56665,                0.61426,                0.36482,                 1.2914,                0.70118,                 1.0745,               0.005017,               0.005017,               0.005017
                    153,                 1.2449,                0.71525,                 1.0547,                0.68578,                0.56567,                0.61375,                0.36486,                 1.2916,                  0.701,                 1.0745,               0.004984,               0.004984,               0.004984
                    154,                 1.2456,                0.71565,                 1.0553,                0.69378,                0.56424,                0.61459,                0.36483,                 1.2915,                0.70099,                 1.0744,               0.004951,               0.004951,               0.004951
                    155,                 1.2445,                0.71355,                 1.0527,                0.69432,                0.56069,                0.61444,                0.36485,                 1.2916,                0.70108,                 1.0742,               0.004918,               0.004918,               0.004918
                    156,                 1.2425,                0.71183,                 1.0528,                0.69148,                0.55956,                0.61455,                0.36492,                 1.2917,                0.70091,                  1.074,               0.004885,               0.004885,               0.004885
                    157,                 1.2441,                0.71213,                 1.0528,                0.68462,                 0.5583,                0.61483,                 0.3649,                 1.2921,                0.70084,                  1.074,               0.004852,               0.004852,               0.004852
                    158,                 1.2434,                0.71259,                 1.0543,                0.66293,                0.57057,                0.61362,                0.36359,                 1.2923,                0.70082,                  1.074,               0.004819,               0.004819,               0.004819
                    159,                 1.2431,                0.71187,                 1.0555,                0.66496,                0.56401,                 0.6126,                0.36284,                 1.2927,                0.70093,                 1.0743,               0.004786,               0.004786,               0.004786
                    160,                 1.2402,                0.70927,                 1.0535,                 0.6661,                0.56228,                0.61334,                0.36351,                 1.2929,                0.70091,                 1.0745,               0.004753,               0.004753,               0.004753
                    161,                 1.2408,                0.70916,                 1.0527,                 0.6703,                0.56015,                0.61167,                0.36259,                 1.2932,                0.70097,                 1.0746,                0.00472,                0.00472,                0.00472
                    162,                 1.2413,                0.70917,                 1.0523,                0.67003,                0.55903,                0.61211,                0.36271,                 1.2932,                0.70095,                 1.0746,               0.004687,               0.004687,               0.004687
                    163,                 1.2398,                0.70789,                 1.0511,                 0.6731,                0.55997,                0.61393,                  0.364,                 1.2936,                0.70115,                 1.0746,               0.004654,               0.004654,               0.004654
                    164,                 1.2388,                0.70618,                 1.0509,                0.67039,                0.56162,                0.61253,                0.36248,                 1.2939,                0.70113,                 1.0747,               0.004621,               0.004621,               0.004621
                    165,                 1.2387,                0.70677,                 1.0508,                0.66091,                0.56899,                0.61158,                0.36143,                 1.2942,                0.70114,                 1.0747,               0.004588,               0.004588,               0.004588
                    166,                 1.2387,                0.70638,                 1.0536,                0.65816,                0.56968,                0.61235,                0.36144,                 1.2944,                0.70146,                  1.075,               0.004555,               0.004555,               0.004555
                    167,                 1.2373,                  0.704,                 1.0527,                0.64794,                0.57781,                0.61167,                0.36102,                 1.2948,                0.70148,                 1.0754,               0.004522,               0.004522,               0.004522
                    168,                 1.2374,                0.70371,                 1.0502,                0.67951,                0.56287,                0.61209,                0.36087,                 1.2951,                 0.7015,                 1.0754,               0.004489,               0.004489,               0.004489
                    169,                 1.2368,                0.70367,                 1.0512,                0.67868,                0.56115,                 0.6125,                0.36104,                 1.2955,                0.70143,                 1.0756,               0.004456,               0.004456,               0.004456
                    170,                 1.2378,                0.70306,                 1.0502,                0.67538,                0.55683,                0.61274,                 0.3612,                 1.2957,                0.70131,                 1.0757,               0.004423,               0.004423,               0.004423
                    171,                 1.2363,                0.70325,                 1.0527,                0.67117,                0.55735,                0.61174,                0.36109,                 1.2961,                0.70138,                 1.0761,                0.00439,                0.00439,                0.00439
                    172,                 1.2363,                0.70097,                 1.0504,                0.67067,                0.55683,                0.61178,                0.36103,                 1.2964,                0.70131,                 1.0763,               0.004357,               0.004357,               0.004357
                    173,                 1.2349,                 0.7001,                 1.0483,                0.67228,                0.55668,                 0.6109,                0.36071,                 1.2968,                0.70121,                 1.0763,               0.004324,               0.004324,               0.004324
                    174,                 1.2352,                0.70109,                 1.0494,                0.67259,                0.55708,                0.61045,                0.36056,                 1.2973,                0.70131,                 1.0764,               0.004291,               0.004291,               0.004291
                    175,                 1.2338,                0.69898,                 1.0469,                0.67875,                0.55494,                0.60963,                0.36043,                 1.2976,                0.70137,                 1.0763,               0.004258,               0.004258,               0.004258
                    176,                 1.2319,                 0.6967,                 1.0483,                0.67712,                0.55505,                0.61013,                 0.3603,                 1.2979,                0.70127,                 1.0764,               0.004225,               0.004225,               0.004225
                    177,                 1.2323,                0.69619,                 1.0463,                0.68221,                 0.5534,                0.60974,                0.35956,                 1.2981,                0.70133,                 1.0762,               0.004192,               0.004192,               0.004192
                    178,                 1.2304,                0.69586,                 1.0452,                0.68222,                0.55671,                0.60914,                 0.3594,                 1.2982,                 0.7014,                  1.076,               0.004159,               0.004159,               0.004159
                    179,                 1.2313,                0.69394,                 1.0461,                0.67565,                0.55866,                0.60873,                0.35895,                 1.2985,                0.70134,                 1.0757,               0.004126,               0.004126,               0.004126
                    180,                 1.2301,                0.69366,                 1.0453,                0.63719,                0.57469,                0.60799,                0.35829,                 1.2988,                0.70136,                 1.0757,               0.004093,               0.004093,               0.004093
                    181,                  1.229,                0.69376,                 1.0443,                 0.6238,                0.56873,                0.60782,                0.35804,                 1.2991,                0.70131,                 1.0757,                0.00406,                0.00406,                0.00406
