                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.74715,                  0.426,                0.84527,                0.91269,                0.88546,                0.94746,                0.73059,                0.79702,                 0.4405,                0.85715,               0.005116,               0.005116,               0.005116
                    150,                0.75179,                0.43585,                0.84928,                0.91357,                0.88637,                0.94748,                 0.7298,                0.79746,                0.44097,                0.85739,               0.005083,               0.005083,               0.005083
                    151,                0.74803,                0.42538,                0.84875,                0.90898,                0.89159,                0.94786,                 0.7306,                0.79681,                0.44103,                0.85738,                0.00505,                0.00505,                0.00505
                    152,                0.73432,                0.42058,                0.84574,                0.90833,                0.89212,                0.94811,                0.72998,                0.79711,                0.44085,                0.85746,               0.005017,               0.005017,               0.005017
                    153,                0.74022,                0.42291,                0.84467,                0.90638,                0.89405,                0.94811,                0.73004,                0.79722,                0.44061,                0.85769,               0.004984,               0.004984,               0.004984
                    154,                0.74677,                0.42114,                0.84841,                0.90523,                0.89531,                0.94855,                0.73038,                0.79719,                0.44017,                0.85763,               0.004951,               0.004951,               0.004951
                    155,                0.74686,                0.42262,                0.84741,                0.90574,                0.89457,                0.94848,                0.73062,                0.79696,                0.44012,                0.85762,               0.004918,               0.004918,               0.004918
                    156,                0.74218,                0.42815,                0.84561,                0.90513,                0.89336,                0.94827,                0.73087,                0.79678,                0.44064,                0.85766,               0.004885,               0.004885,               0.004885
                    157,                0.73373,                0.41085,                0.84523,                0.91024,                0.89007,                0.94829,                0.73113,                0.79675,                0.44063,                0.85766,               0.004852,               0.004852,               0.004852
                    158,                0.73697,                0.41702,                0.84618,                0.90768,                0.89186,                0.94814,                0.73048,                0.79621,                0.44088,                0.85775,               0.004819,               0.004819,               0.004819
                    159,                0.73021,                0.41463,                0.84321,                0.90808,                0.89252,                 0.9481,                0.73125,                0.79632,                0.44001,                0.85784,               0.004786,               0.004786,               0.004786
                    160,                0.73598,                0.41644,                0.84598,                0.90913,                0.89266,                0.94815,                 0.7312,                0.79634,                 0.4389,                0.85784,               0.004753,               0.004753,               0.004753
                    161,                0.72927,                0.41406,                0.84127,                0.91018,                0.89005,                0.94823,                0.73062,                 0.7964,                0.43993,                0.85787,                0.00472,                0.00472,                0.00472
                    162,                 0.7343,                0.41313,                0.84156,                0.90706,                0.89222,                0.94818,                0.73048,                0.79612,                0.43982,                0.85787,               0.004687,               0.004687,               0.004687
                    163,                0.72937,                0.41384,                0.84377,                0.90788,                0.89272,                0.94839,                0.73073,                0.79667,                0.44045,                0.85797,               0.004654,               0.004654,               0.004654
                    164,                0.72852,                0.41363,                0.84033,                0.90699,                0.89312,                0.94836,                0.73054,                0.79741,                0.43979,                0.85802,               0.004621,               0.004621,               0.004621
                    165,                0.71988,                0.40589,                0.84174,                 0.9047,                 0.8953,                0.94832,                0.72994,                0.79788,                0.44029,                0.85809,               0.004588,               0.004588,               0.004588
                    166,                0.72024,                 0.4073,                0.84189,                0.90402,                0.89592,                0.94834,                 0.7307,                0.79767,                 0.4395,                0.85799,               0.004555,               0.004555,               0.004555
                    167,                0.72476,                0.41085,                0.84166,                0.90735,                0.89169,                0.94828,                0.73099,                0.79758,                0.43937,                0.85798,               0.004522,               0.004522,               0.004522
                    168,                0.71655,                0.39883,                0.83855,                0.91107,                0.88844,                0.94835,                0.73055,                 0.7978,                0.43916,                0.85791,               0.004489,               0.004489,               0.004489
                    169,                0.71785,                0.40598,                0.83948,                0.91368,                0.88586,                0.94844,                0.73025,                0.79818,                0.43843,                0.85794,               0.004456,               0.004456,               0.004456
                    170,                0.71356,                0.39442,                0.83835,                0.91666,                0.88233,                 0.9484,                 0.7303,                0.79813,                0.43801,                 0.8579,               0.004423,               0.004423,               0.004423
                    171,                0.71231,                0.40098,                0.83605,                0.91521,                0.88465,                0.94835,                 0.7305,                0.79852,                0.43793,                0.85787,                0.00439,                0.00439,                0.00439
                    172,                0.71339,                 0.4016,                0.83862,                0.91741,                0.88276,                0.94827,                0.73052,                0.79864,                0.43724,                0.85791,               0.004357,               0.004357,               0.004357
                    173,                0.71877,                0.39882,                0.83902,                0.91482,                 0.8863,                0.94828,                0.73061,                0.79873,                0.43698,                0.85788,               0.004324,               0.004324,               0.004324
                    174,                0.71678,                0.39716,                0.84288,                0.91446,                0.88629,                0.94813,                0.73096,                0.79844,                0.43673,                 0.8579,               0.004291,               0.004291,               0.004291
                    175,                0.69952,                0.39296,                0.83538,                0.91484,                0.88587,                0.94825,                0.73079,                0.79866,                0.43629,                0.85796,               0.004258,               0.004258,               0.004258
                    176,                 0.7119,                0.39384,                0.84073,                0.91533,                0.88538,                0.94834,                0.73084,                0.79863,                0.43527,                0.85793,               0.004225,               0.004225,               0.004225
                    177,                0.70826,                  0.398,                0.83481,                0.91379,                0.88726,                0.94816,                0.73034,                0.79884,                0.43532,                 0.8579,               0.004192,               0.004192,               0.004192
                    178,                0.70087,                0.39376,                0.83747,                0.90007,                0.90209,                0.94822,                0.73051,                0.79891,                0.43548,                0.85797,               0.004159,               0.004159,               0.004159
                    179,                0.69724,                0.39213,                0.83664,                0.90715,                0.89598,                0.94823,                0.73076,                 0.7988,                0.43644,                0.85803,               0.004126,               0.004126,               0.004126
                    180,                0.70459,                0.39675,                0.83424,                0.90364,                0.89996,                 0.9482,                0.73061,                 0.7989,                 0.4354,                0.85804,               0.004093,               0.004093,               0.004093
                    181,                0.70679,                  0.391,                0.83673,                0.90426,                 0.8985,                0.94822,                0.73066,                0.79889,                0.43568,                0.85812,                0.00406,                0.00406,                0.00406
                    182,                0.69848,                0.38675,                0.83738,                0.90294,                0.90067,                0.94859,                0.73087,                0.79931,                0.43527,                0.85818,               0.004027,               0.004027,               0.004027
                    183,                0.70297,                0.39588,                0.83705,                0.90227,                 0.9008,                0.94858,                0.73131,                0.79942,                0.43492,                0.85828,               0.003994,               0.003994,               0.003994
                    184,                0.69401,                0.38607,                 0.8339,                0.90245,                 0.8998,                0.94854,                0.73046,                0.79951,                0.43509,                0.85824,               0.003961,               0.003961,               0.003961
                    185,                0.69517,                0.38548,                0.83598,                0.90224,                0.90019,                0.94853,                0.73059,                0.80024,                0.43434,                0.85826,               0.003928,               0.003928,               0.003928
                    186,                 0.6945,                0.38433,                  0.834,                0.90148,                0.90103,                0.94847,                0.73006,                0.80034,                0.43471,                0.85834,               0.003895,               0.003895,               0.003895
                    187,                0.69236,                 0.3841,                 0.8363,                0.90022,                0.90129,                0.94857,                0.72976,                0.79994,                0.43447,                0.85835,               0.003862,               0.003862,               0.003862
                    188,                0.69098,                0.38575,                0.83276,                0.90108,                0.90276,                0.94854,                 0.7302,                 0.8003,                0.43447,                0.85837,               0.003829,               0.003829,               0.003829
                    189,                0.67867,                0.37455,                0.83305,                0.90136,                0.90381,                 0.9487,                0.73042,                0.80051,                0.43366,                0.85837,               0.003796,               0.003796,               0.003796
                    190,                0.67903,                0.37433,                0.83063,                0.90171,                0.90344,                0.94872,                0.73019,                0.80045,                0.43374,                0.85833,               0.003763,               0.003763,               0.003763
                    191,                 0.6793,                0.37092,                0.83215,                0.90131,                0.90362,                0.94852,                0.73039,                0.79971,                0.43447,                0.85828,                0.00373,                0.00373,                0.00373
                    192,                0.66703,                0.37242,                0.82757,                0.90292,                 0.9012,                 0.9487,                0.73038,                0.80017,                0.43462,                0.85833,               0.003697,               0.003697,               0.003697
                    193,                0.67518,                0.37515,                0.83374,                0.90335,                0.90156,                0.94871,                0.73061,                 0.8003,                0.43412,                 0.8584,               0.003664,               0.003664,               0.003664
                    194,                0.67705,                0.37401,                0.83191,                 0.9026,                0.90196,                0.94844,                0.73018,                0.80121,                0.43444,                0.85838,               0.003631,               0.003631,               0.003631
                    195,                0.67751,                0.37383,                0.82816,                0.90107,                0.90457,                0.94865,                0.72964,                0.80127,                0.43449,                0.85837,               0.003598,               0.003598,               0.003598
                    196,                0.67971,                0.37499,                 0.8325,                0.89993,                0.90603,                0.94871,                0.72975,                0.80126,                0.43449,                0.85834,               0.003565,               0.003565,               0.003565
                    197,                0.67378,                0.36985,                0.82971,                0.89959,                 0.9065,                0.94877,                0.72971,                0.80132,                0.43477,                0.85837,               0.003532,               0.003532,               0.003532
                    198,                0.66532,                0.36825,                0.83044,                0.89829,                0.90712,                0.94874,                0.72996,                0.80124,                0.43482,                0.85842,               0.003499,               0.003499,               0.003499
                    199,                 0.6679,                0.36716,                0.83069,                0.89832,                 0.9068,                0.94875,                0.72991,                0.80112,                0.43508,                0.85844,               0.003466,               0.003466,               0.003466
                    200,                0.66606,                 0.3656,                0.82869,                0.89941,                 0.9064,                0.94891,                 0.7302,                0.80126,                0.43502,                0.85849,               0.003433,               0.003433,               0.003433
                    201,                0.66928,                0.36482,                0.83003,                0.89942,                0.90615,                0.94895,                0.73041,                0.80125,                0.43499,                0.85855,                 0.0034,                 0.0034,                 0.0034
                    202,                0.66469,                0.36286,                0.82597,                0.89994,                0.90521,                0.94893,                0.73028,                0.80114,                0.43456,                0.85855,               0.003367,               0.003367,               0.003367
                    203,                0.65917,                0.35901,                0.82571,                0.90073,                0.90456,                0.94895,                0.73006,                0.80117,                0.43468,                0.85855,               0.003334,               0.003334,               0.003334
                    204,                0.65707,                0.36311,                0.82525,                0.90051,                0.90444,                0.94907,                0.73001,                0.80142,                0.43499,                 0.8586,               0.003301,               0.003301,               0.003301
                    205,                0.65533,                0.35926,                0.82682,                0.90059,                0.90443,                0.94911,                 0.7303,                0.80155,                0.43464,                 0.8586,               0.003268,               0.003268,               0.003268
                    206,                0.64978,                0.35594,                0.82553,                 0.9039,                0.90135,                 0.9491,                0.73016,                 0.8014,                0.43474,                0.85863,               0.003235,               0.003235,               0.003235
                    207,                0.64898,                0.35444,                0.82621,                0.90337,                 0.9009,                0.94917,                0.73017,                0.80143,                0.43481,                0.85867,               0.003202,               0.003202,               0.003202
                    208,                0.65842,                0.36163,                0.82569,                0.90444,                0.89943,                0.94917,                0.73014,                0.80171,                0.43516,                0.85869,               0.003169,               0.003169,               0.003169
                    209,                0.65473,                0.35825,                0.82344,                0.90413,                0.89935,                0.94937,                0.73009,                0.80164,                0.43497,                0.85872,               0.003136,               0.003136,               0.003136
                    210,                0.64021,                0.35097,                0.82513,                 0.9051,                0.89814,                0.94918,                0.73024,                0.80183,                0.43504,                0.85872,               0.003103,               0.003103,               0.003103
                    211,                0.63986,                0.34893,                0.82082,                0.89692,                0.90777,                0.94938,                0.72996,                 0.8021,                0.43516,                0.85879,                0.00307,                0.00307,                0.00307
                    212,                0.64965,                0.35409,                0.82665,                0.89473,                0.90942,                0.94916,                0.72997,                0.80207,                0.43538,                0.85878,               0.003037,               0.003037,               0.003037
                    213,                0.63464,                0.34743,                0.82449,                0.89555,                0.90943,                0.94937,                0.72969,                0.80237,                0.43534,                0.85882,               0.003004,               0.003004,               0.003004
                    214,                0.64302,                0.35626,                0.82385,                0.89539,                0.90996,                0.94941,                0.72973,                0.80216,                0.43539,                0.85879,               0.002971,               0.002971,               0.002971
                    215,                0.64912,                0.35019,                 0.8246,                0.89493,                0.91116,                0.94947,                0.72947,                0.80238,                0.43512,                0.85884,               0.002938,               0.002938,               0.002938
                    216,                0.64698,                0.35214,                0.82097,                0.89546,                0.91039,                0.94945,                0.72958,                0.80251,                0.43533,                0.85888,               0.002905,               0.002905,               0.002905
                    217,                0.63456,                0.34389,                0.82152,                0.89616,                0.90946,                0.94941,                0.72981,                 0.8026,                0.43615,                0.85886,               0.002872,               0.002872,               0.002872
                    218,                0.63467,                0.34927,                0.81921,                0.89601,                0.90929,                0.94939,                0.73018,                0.80279,                0.43637,                 0.8589,               0.002839,               0.002839,               0.002839
                    219,                 0.6289,                0.34453,                 0.8223,                0.89643,                0.90943,                0.94941,                0.73024,                0.80253,                0.43639,                0.85893,               0.002806,               0.002806,               0.002806
                    220,                0.62794,                0.34133,                 0.8239,                 0.8962,                0.90856,                 0.9493,                0.72971,                0.80252,                0.43614,                0.85887,               0.002773,               0.002773,               0.002773
                    221,                0.62682,                0.34208,                0.82228,                0.89636,                0.90939,                0.94931,                0.72977,                 0.8029,                0.43686,                0.85894,                0.00274,                0.00274,                0.00274
                    222,                0.63199,                0.34353,                0.82102,                0.89666,                 0.9084,                0.94924,                 0.7297,                0.80286,                0.43667,                0.85896,               0.002707,               0.002707,               0.002707
                    223,                0.61724,                0.34004,                0.82226,                0.89666,                0.90847,                0.94918,                0.72994,                 0.8028,                0.43697,                0.85897,               0.002674,               0.002674,               0.002674
